Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=71&vid=MWDL&vl(12791079UI0)=any&vl(12791079UI0)=title&vl(12791079UI0)=any&vl(1UI0)=contains&vl(freeText0)=BREWERIES&vl(boolOperator0)=AND&vl(35820410UI1)=lsr13&vl(35820410UI1)=title&vl(35820410UI1)=lsr13&vl(freeText1)=Utah+State+Historical+Society+Classified+Photograph+Collection&vl(boolOperator1)=AND&vl(35821425UI2)=all_items&vl(42535446UI3)=all_items,9,1,00:00:25,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=31&vl(35820410UI1)=lsr13&indx=301&scp.scps=scope:(mw)&vid=MWDL&vl(freeText1)=Clifford Bray Photographs&dstmp=1520911923346,9,1,00:00:24,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=67&vl(35820410UI1)=lsr13&indx=661&scp.scps=scope:(mw)&vid=MWDL&vl(freeText1)=Clifford Bray Photographs&dstmp=1521666493566,9,3,00:00:41,2,50.00%,22.22%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=74&vl(35820410UI1)=lsr13&indx=731&scp.scps=scope:(mw)&vid=MWDL&vl(freeText1)=Clifford Bray Photographs&dstmp=1521865940703,9,1,00:00:18,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=77&vl(35820410UI1)=lsr13&indx=761&scp.scps=scope:(mw)&vid=MWDL&vl(freeText1)=Clifford Bray Photographs&dstmp=1521866367048,9,1,00:00:43,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=88&vl(35820410UI1)=lsr13&indx=871&scp.scps=scope:(mw)&vid=MWDL&vl(freeText1)=Clifford Bray Photographs&dstmp=1521953557290,9,1,00:00:38,0,0.00%,0.00%,$0.00
"utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?rfnGrpCounter=1&vl(334075669UI1)=all_items&indx=1&vl(1UI0)=contains&scp.scps=scope:(mw)&vid=MWDL&vl(40375852UI0)=any&vl(freeText0)=gold rush&dstmp=1521066740824&fctIncV=Coloma (Calif.)&mulIncFctN=facet_local8&rfnIncGrp=1&fctIncV=Placerville (Calif.)&mulIncFctN=facet_local8&rfnIncGrp=1&fctIncV=California, United States&mulIncFctN=facet_local8&rfnIncGrp=1&fctIncV= California&mulIncFctN=facet_local8&rfnIncGrp=1",9,1,00:01:22,0,0.00%,11.11%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?scp.scps=scope:(mw)&vid=MWDL&indx=1&vl(35820410UI1)=lsr13&vl(freeText1)=Historical+American+Fork+(UT),9,6,00:00:49,5,20.00%,22.22%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?scp.scps=scope:(mw)&vid=MWDL&indx=1&vl(35820410UI1)=lsr13&vl(freeText1)=Sanborn+Fire+Insurance+Maps,9,8,00:00:49,6,33.33%,44.44%,$0.00
www.mwdl.org/about/faq.php,9,7,00:05:08,0,0.00%,11.11%,$0.00
